workerid,proliferate.condition,frame,item,order,response,verb,error
4,condition1,12,More stipends caused the increase in student admissions.,65,5,caused,
33,condition1,17,Erosion affected density loss.,1,3,affected,
33,condition1,9,The new traffic signs affected the decrease in fatalities.,2,5,affected,
33,condition1,16,Diversification caused new monetary policies.,3,1,caused,
33,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,4,4,caused,
33,condition1,13,The sun enabled the drying of the clothes.,5,6,enabled,
33,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,6,3,enabled,
33,condition1,12,More stipends affected the increase in student admissions.,7,4,affected,
33,condition1,6,The sunny weather caused the tree's growth.,8,4,caused,
33,condition1,3,The new technology caused the change.,9,5,caused,
33,condition1,3,The new technology enabled the change.,11,4,enabled,
33,condition1,8,Janelle's working hard affected her success.,12,6,affected,
33,condition1,17,Erosion caused density loss.,13,3,caused,
33,condition1,4,The zoning restrictions caused the housing shortage.,14,4,caused,
33,condition1,16,Diversification enabled new monetary policies.,15,4,enabled,
33,condition1,6,The sunny weather enabled the tree's growth.,16,6,enabled,
33,condition1,15,Metastasis caused cell growth.,17,5,caused,
33,condition1,11,Turning off the life support enabled the patient's death.,18,1,enabled,
33,condition1,1,The dry weather caused the wild fire.,19,6,caused,
33,condition1,1,The dry weather affected the wild fire.,20,4,affected,
33,condition1,14,Deforestation caused wildlife displacement.,21,6,caused,
33,condition1,14,Deforestation affected wildlife displacement.,22,4,affected,
33,condition1,2,The CEO's decision caused the outcome.,23,6,caused,
33,condition1,19,The construction at the intersection affected the traffic in the vicinity.,24,5,affected,
33,condition1,12,More stipends enabled the increase in student admissions.,25,5,enabled,
33,condition1,2,The CEO's decision affected the outcome.,26,6,affected,
33,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,27,6,affected,
33,condition1,11,Turning off the life support caused the patient's death.,28,6,caused,
33,condition1,4,The zoning restrictions enabled the housing shortage.,30,2,enabled,
33,condition1,10,The striker deflecting the ball affected the goal.,31,1,affected,
33,condition1,6,The sunny weather affected the tree's growth.,32,6,affected,
33,condition1,8,Janelle's working hard enabled her success.,33,5,enabled,
33,condition1,5,The Sacklers' greed affected the opioid epidemic.,34,1,affected,
33,condition1,15,Metastasis enabled cell growth.,35,1,enabled,
33,condition1,12,More stipends caused the increase in student admissions.,36,1,caused,
33,condition1,3,The new technology affected the change.,37,4,affected,
33,condition1,19,The construction at the intersection caused the traffic in the vicinity.,38,5,caused,
33,condition1,10,The striker deflecting the ball caused the goal.,39,0,caused,
33,condition1,1,The dry weather enabled the wild fire.,40,4,enabled,
33,condition1,5,The Sacklers' greed caused the opioid epidemic.,41,5,caused,
33,condition1,7,The breaking of the dam caused the flood.,43,6,caused,
33,condition1,2,The CEO's decision enabled the outcome.,44,4,enabled,
33,condition1,5,The Sacklers' greed enabled the opioid epidemic.,45,3,enabled,
33,condition1,4,The zoning restrictions affected the housing shortage.,46,4,affected,
33,condition1,8,Janelle's working hard caused her success.,47,1,caused,
33,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,48,6,caused,
33,condition1,13,The sun affected the drying of the clothes.,49,5,affected,
33,condition1,15,Metastasis affected cell growth.,50,6,affected,
33,condition1,13,The sun caused the drying of the clothes.,51,1,caused,
33,condition1,18,The algae buildup in the ocean enabled the migration of certain species of fish.,52,2,enabled,
33,condition1,7,The breaking of the dam enabled the flood.,53,2,enabled,
33,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,54,6,affected,
33,condition1,14,Deforestation enabled wildlife displacement.,57,0,enabled,
33,condition1,11,Turning off the life support affected the patient's death.,58,0,affected,
33,condition1,9,The new traffic signs caused the decrease in fatalities.,59,5,caused,
33,condition1,10,The striker deflecting the ball enabled the goal.,60,1,enabled,
33,condition1,9,The new traffic signs enabled the decrease in fatalities.,61,0,enabled,
33,condition1,7,The breaking of the dam affected the flood.,62,0,affected,
33,condition1,0,The collapse of Lehman Brothers enabled the financial crisis.,63,2,enabled,
33,condition1,16,Diversification affected new monetary policies.,64,1,affected,
33,condition1,17,Erosion enabled density loss.,65,3,enabled,
25,condition1,7,The breaking of the dam affected the flood.,0,0,affected,
25,condition1,0,The collapse of Lehman Brothers enabled the financial crisis.,2,5,enabled,
25,condition1,12,More stipends caused the increase in student admissions.,3,5,caused,
25,condition1,17,Erosion affected density loss.,4,6,affected,
25,condition1,14,Deforestation affected wildlife displacement.,5,6,affected,
25,condition1,13,The sun enabled the drying of the clothes.,6,6,enabled,
25,condition1,2,The CEO's decision affected the outcome.,7,6,affected,
25,condition1,3,The new technology caused the change.,8,5,caused,
25,condition1,3,The new technology affected the change.,9,6,affected,
25,condition1,6,The sunny weather caused the tree's growth.,10,5,caused,
25,condition1,13,The sun caused the drying of the clothes.,11,6,caused,
25,condition1,9,The new traffic signs enabled the decrease in fatalities.,12,0,enabled,
25,condition1,4,The zoning restrictions enabled the housing shortage.,13,6,enabled,
25,condition1,5,The Sacklers' greed enabled the opioid epidemic.,14,0,enabled,
25,condition1,11,Turning off the life support caused the patient's death.,15,5,caused,
25,condition1,3,The new technology enabled the change.,16,6,enabled,
25,condition1,13,The sun affected the drying of the clothes.,17,6,affected,
25,condition1,14,Deforestation caused wildlife displacement.,18,6,caused,
25,condition1,2,The CEO's decision caused the outcome.,19,5,caused,
25,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,20,6,affected,
25,condition1,6,The sunny weather enabled the tree's growth.,21,6,enabled,
25,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,22,0,enabled,
25,condition1,1,The dry weather affected the wild fire.,23,6,affected,
25,condition1,19,The construction at the intersection affected the traffic in the vicinity.,24,6,affected,
25,condition1,15,Metastasis enabled cell growth.,25,4,enabled,
25,condition1,16,Diversification enabled new monetary policies.,26,4,enabled,
25,condition1,7,The breaking of the dam enabled the flood.,27,0,enabled,
25,condition1,10,The striker deflecting the ball caused the goal.,30,6,caused,
25,condition1,9,The new traffic signs affected the decrease in fatalities.,31,5,affected,
25,condition1,11,Turning off the life support affected the patient's death.,32,0,affected,
25,condition1,16,Diversification affected new monetary policies.,33,5,affected,
25,condition1,4,The zoning restrictions caused the housing shortage.,34,5,caused,
25,condition1,12,More stipends enabled the increase in student admissions.,35,0,enabled,
25,condition1,10,The striker deflecting the ball affected the goal.,36,2,affected,
25,condition1,8,Janelle's working hard affected her success.,37,6,affected,
25,condition1,14,Deforestation enabled wildlife displacement.,38,0,enabled,
25,condition1,1,The dry weather enabled the wild fire.,39,5,enabled,
25,condition1,5,The Sacklers' greed affected the opioid epidemic.,40,6,affected,
25,condition1,6,The sunny weather affected the tree's growth.,41,6,affected,
25,condition1,17,Erosion caused density loss.,42,5,caused,
25,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,43,6,caused,
25,condition1,15,Metastasis caused cell growth.,44,6,caused,
25,condition1,15,Metastasis affected cell growth.,45,6,affected,
25,condition1,12,More stipends affected the increase in student admissions.,46,6,affected,
25,condition1,8,Janelle's working hard enabled her success.,47,6,enabled,
25,condition1,2,The CEO's decision enabled the outcome.,48,5,enabled,
25,condition1,11,Turning off the life support enabled the patient's death.,49,4,enabled,
25,condition1,16,Diversification caused new monetary policies.,50,6,caused,
25,condition1,9,The new traffic signs caused the decrease in fatalities.,52,6,caused,
25,condition1,17,Erosion enabled density loss.,53,1,enabled,
25,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,54,6,affected,
25,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,55,6,caused,
25,condition1,7,The breaking of the dam caused the flood.,56,6,caused,
25,condition1,19,The construction at the intersection caused the traffic in the vicinity.,57,6,caused,
25,condition1,1,The dry weather caused the wild fire.,58,6,caused,
25,condition1,8,Janelle's working hard caused her success.,59,1,caused,
25,condition1,5,The Sacklers' greed caused the opioid epidemic.,60,5,caused,
25,condition1,18,The algae buildup in the ocean enabled the migration of certain species of fish.,61,6,enabled,
25,condition1,10,The striker deflecting the ball enabled the goal.,63,0,enabled,
25,condition1,4,The zoning restrictions affected the housing shortage.,64,6,affected,
13,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,0,6,caused,
13,condition1,4,The zoning restrictions enabled the housing shortage.,1,6,enabled,
13,condition1,0,The collapse of Lehman Brothers enabled the financial crisis.,2,1,enabled,
13,condition1,18,The algae buildup in the ocean enabled the migration of certain species of fish.,3,2,enabled,
13,condition1,19,The construction at the intersection affected the traffic in the vicinity.,4,6,affected,
13,condition1,15,Metastasis caused cell growth.,6,6,caused,
13,condition1,4,The zoning restrictions affected the housing shortage.,7,6,affected,
13,condition1,12,More stipends enabled the increase in student admissions.,8,0,enabled,
13,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,9,0,enabled,
13,condition1,7,The breaking of the dam affected the flood.,10,0,affected,
13,condition1,2,The CEO's decision caused the outcome.,11,6,caused,
13,condition1,3,The new technology caused the change.,12,6,caused,
13,condition1,8,Janelle's working hard enabled her success.,13,0,enabled,
13,condition1,1,The dry weather enabled the wild fire.,14,0,enabled,
13,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,15,6,caused,
13,condition1,16,Diversification caused new monetary policies.,16,6,caused,
